date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:44:06	30841/30841	---M--	200	added ('OK')	image/jpeg	etag:%227879-4e3f533e54a00%22	http://home.iitk.ac.in/~abhish/images/kinect.jpg	E:/abhish_web/home.iitk.ac.in/_abhish/images/kinect.jpg	(from https://home.iitk.ac.in/~abhish/?nasza-oferta,3)
15:44:23	627913/627913	---M--	200	added ('OK')	image/jpeg	etag:%22994c9-596a6fd3e2840%22	http://home.iitk.ac.in/~abhish/uploads/tailsitter_ff.jpg	E:/abhish_web/home.iitk.ac.in/_abhish/uploads/tailsitter_ff.jpg	(from https://home.iitk.ac.in/~abhish/?nasza-oferta,3)
15:44:25	13251/13251	---M--	200	added ('OK')	image/png	etag:%2233c3-5bcc62225c380%22	https://home.iitk.ac.in/~abhish/files/150/Hardware_Schematic.png	E:/abhish_web/home.iitk.ac.in/_abhish/files/150/Hardware_Schematic.png	(from https://home.iitk.ac.in/~abhish/?nasza-oferta-2,10)
15:44:33	47670/47670	---M--	200	added ('OK')	image/jpeg	etag:%22ba36-5bcc621abb180%22	https://home.iitk.ac.in/~abhish/files/micav2.jpg	E:/abhish_web/home.iitk.ac.in/_abhish/files/micav2.jpg	(from https://home.iitk.ac.in/~abhish/?litora-torquent,4)
15:44:33	2437/2437	---M--	200	added ('OK')	image/jpeg	etag:%22985-5bcc62225c380%22	https://home.iitk.ac.in/~abhish/files/150/micav2.jpg	E:/abhish_web/home.iitk.ac.in/_abhish/files/150/micav2.jpg	(from https://home.iitk.ac.in/~abhish/?litora-torquent,4)
15:44:45	79864/79864	---M--	200	added ('OK')	application/pdf	etag:%22137f8-5bcc621baf3c0%22	https://home.iitk.ac.in/~abhish/files/ae_686.pdf	E:/abhish_web/home.iitk.ac.in/_abhish/files/ae_686.pdf	(from https://home.iitk.ac.in/~abhish/?litora-torquent,4)
15:44:47	325337/325337	---M--	200	added ('OK')	image/png	etag:%224f6d9-4e3f533e54a00%22	http://home.iitk.ac.in/~abhish/images/DuCoax.png	E:/abhish_web/home.iitk.ac.in/_abhish/images/DuCoax.png	(from https://home.iitk.ac.in/~abhish/?nasza-oferta,3)
15:44:47	30294/30294	---M--	200	added ('OK')	application/pdf	etag:%227656-5bcc6219c6f40%22	https://home.iitk.ac.in/~abhish/files/ae-630.pdf	E:/abhish_web/home.iitk.ac.in/_abhish/files/ae-630.pdf	(from https://home.iitk.ac.in/~abhish/?litora-torquent,4)
15:44:52	30207/30207	---M--	200	added ('OK')	application/pdf	etag:%2275ff-4f51855106280%22	http://home.iitk.ac.in/~abhish/uploads/ae660.pdf	E:/abhish_web/home.iitk.ac.in/_abhish/uploads/ae660.pdf	(from https://home.iitk.ac.in/~abhish/?litora-torquent,4)
15:44:53	443116/443116	---M--	200	added ('OK')	image/png	etag:%226c2ec-5bcc621abb180%22	https://home.iitk.ac.in/~abhish/files/Hardware_Schematic.png	E:/abhish_web/home.iitk.ac.in/_abhish/files/Hardware_Schematic.png	(from https://home.iitk.ac.in/~abhish/?nasza-oferta-2,10)
15:44:54	1316326/1316326	---M--	200	added ('OK')	image/jpeg	etag:%221415e6-5bcc6219c6f40%22	https://home.iitk.ac.in/~abhish/files/P1010398-edt.jpg	E:/abhish_web/home.iitk.ac.in/_abhish/files/P1010398-edt.jpg	(from https://home.iitk.ac.in/~abhish/?nasza-oferta,3)
